"group_id","artifact_id","desc","tags"
"org.jodd","jodd-proxetta","Jodd Proxetta is the fastest proxy creator with unique approach for defying pointcuts and advices.",""
"org.apache.camel","camel-ftp","Camel FTP support","network=ftp=apache=camel"
"org.springframework.security","spring-security-aspects","spring-security-aspects","security=spring"
"org.jetbrains.kotlin","kotlin-stdlib-jre7","Kotlin Standard Library JRE 7 extension (deprecated)","kotlin=language=runtime"
"com.twitter","storehaus-core_2.10","storehaus-core","twitter"
"javax.help","javahelp","The JavaHelp API provides a platform-independent help framework.","help=javax=specs=standard"
"org.powerscala","powerscala-convert_2.9.2","powerscala-convert",""
"org.apache.sling","adapter-annotations","Annotations used to generate Sling Adapter metadata","annotations=apache"
"org.apache.servicemix.bundles","org.apache.servicemix.bundles.hamcrest","This OSGi bundle wraps hamcrest-all 1.3 jar file.","matching=bundle=apache=esb"
"org.ops4j.pax.exam","pax-exam-cm","OPS4J Pax Exam Configuration Admin Options",""
"com.twitter","util-hashing_2.10","util-hashing","hash=twitter=hashing"
"com.twitter","util-stats_2.10","util-stats","stats=twitter"
"com.twitter","util-registry_2.10","util-registry","registry=twitter"
"org.springframework.social","spring-social-facebook","Facebook API","spring=social=facebook"
"org.springframework.social","spring-social-web","Spring Web Integration","spring=social=web"
"org.springframework.restdocs","spring-restdocs-mockmvc","Spring REST Docs MockMvc","spring"
"org.springframework.batch","spring-batch-test","Spring Batch Test","testing=spring=batch"
"org.neo4j","neo4j-ogm-core","Neo4j-OGM is an Object Graph Mapping Library for Neo4j.","neo4j=database=graph"
"org.jboss.narayana.jta","jta","Narayana: ArjunaJTA jta","jboss=transaction"
"org.hibernate","hibernate-java8","Hibernate ORM 6.0.0.Alpha6 release. See http://hibernate.org/orm/releases/6.0","hibernate=persistence"
"org.apache.activemq","artemis-jms-server","ActiveMQ Artemis JMS Server","jms=queue=server=apache"
"org.apache.activemq","artemis-amqp-protocol","ActiveMQ Artemis AMQP Protocol","jms=queue=amqp=apache=protocol"
"com.fasterxml.jackson.datatype","jackson-datatype-hibernate5","Add-on module for Jackson (http://jackson.codehaus.org) to supportHibernate (http://hibernate.org) version 5.x data types.","hibernate=persistence=json"
"org.springframework.boot","spring-boot-starter-remote-shell","Starter for using the CRaSH remote shell to monitor and manage yourapplication over SSH. Deprecated since 1.5","shell=spring=remote=starter"
"org.allenai.nlpstack","nlpstack-core_2.10","nlpstack-core",""
"com.typesafe.akka","akka-http-testkit-experimental_2.10","This module of Akka is marked as experimental, which means that it is in early access mode, which also means that it is not covered by commercial support. An experimental module doesn't have to obey the rule of staying binary compatible between minor releases. Breaking API changes may be introduced in minor releases without notice as we refine and simplify based on your feedback. An experimental module may be dropped in major releases without prior deprecation.","actor=experimental=akka=testing=distributed=concurrency=typesafe=http"
"org.eclipse.equinox","app","Equinox Application Container","eclipse"
"org.jboss.ws","jbossws-api","JBossWS API","jboss=api"
"jgroups","jgroups-all","JGroups core",""
"org.netbeans.api","org-netbeans-swing-plaf","NetBeans Swing Plaf","ide=swing=ui=api=netbeans"
"org.apache.poi","ooxml-schemas","XmlBeans generated from the Ecma supplied xsds:http://www.ecma-international.org/publications/files/ECMA-ST/Office%20Open%20XML%20Part%204%20(DOCX).zip","apache=schema"
"org.fabric3","fabric3-pojo","Fabric3","pojo"
"org.hibernate","hibernate-search-orm","Hibernate Search integration with Hibernate Core","persistence=hibernate=search=orm"
"org.apache.airavata","airavata-gfac-schema-utils","Airavata GFac Schema Utilities","schema=apache"
"org.apache.airavata","airavata-workflow-execution-context","Airavata Workflow Execution Context","workflow=apache"
"exo","exoplatform.services.cms.api","EXo CMS Service API","service=api"
"exo","exoplatform.services.indexing.impl","EXo Indexing Service API","service"
"com.github.theon","scala-uri_2.10","scala-uri","github=scala"
"org.jboss.spec.javax.interceptor","jboss-interceptors-api_1.2_spec","Jakarta Interceptors defines a means of interposing on business method invocationsand specific events—such as lifecycle events and timeout events—that occur on instancesof Jakarta EE components and other managed classes.","jboss=api"
"org.webjars","momentjs","WebJar for Moment.js","web=assets"
"org.apache.jclouds.driver","jclouds-slf4j","jclouds SLF4J Logging Module","logging=driver=cloud=apache=slf4j"
"net.sourceforge.pmd","pmd-vm","PMD Velocity",""
"net.sourceforge.pmd","pmd-xml","PMD XML and XSL","xml"
"net.sourceforge.pmd","pmd-plsql","PMD PL/SQL",""
"org.apache.activemq","apollo-stomp","STOMP messaging protocol","jms=queue=apache"
"org.apache.cxf","cxf-rt-bindings-xml","Apache CXF Runtime XML Binding","binding=apache=xml"
"de.sciss","prefuse-core","A toolkit for building interactive information visualization applications",""
"org.mongodb","casbah_2.11","casbah","mongodb=database=client=nosql"
"com.miglayout","miglayout-swing","MiGLayout - Java Layout Manager for Swing","swing=ui=layout"
"org.mule.transports","mule-transport-cxf","A Mule transport for web service connectivity using CXF.","transport"
"org.eclipse.sisu","org.eclipse.sisu.inject","Eclipse Sisu Inject","eclipse=dependency-injection=plugin"
"com.jcabi.incubator","xembly","Assembly for XML",""
"org.terrameta","plasma-common","The Plasma Common Module",""
"com.nesscomputing.components","ness-config","Ness Configuration component.","config"
"org.apache.tomcat","tomcat-annotations-api","Annotations Package","server=webserver=annotations=apache=tomcat=api"
"org.mule.modules","mule-module-builders","Standard configuration builders for Mule","module=builder"
"org.mule.modules","mule-module-management","Management Extensions for Mule","module=management"
"org.apache.cxf","cxf-rt-rs-security-sso-saml","Apache CXF RS SSO SAML","security=apache"
"jakarta-regexp","jakarta-regexp","Jakarta RegExp","regexp"
"org.skinny-framework","skinny-common_2.10","skinny-common","framework"
"io.vertx","vertx-rx-java","Vert.x Rx Java","vertx=io"
"org.apache.lucene","lucene-spellchecker","Spell Checker","index=lucene=apache"
"org.apache.solr","solr-commons-csv","Solr Specific Commons CSV v1.0-SNAPSHOT-r966014","csv=apache=tabular=solr=search"
"org.apache.maven.plugins","maven-plugin-plugin","The Plugin Plugin is used to create a Maven plugin descriptor for any Mojo's found in the source tree,to include in the JAR. It is also used to generate Xdoc files for the Mojos as well as the artifact metadataand a generic help goal.","plugin=build=build-system=maven=apache"
"org.apache.felix","org.apache.felix.http.jetty","This is an implementation of the R7 OSGi Http Service and the R7 OSGi Http Whiteboard Specification","server=webserver=apache=jetty=http=osgi"
"com.netflix.karyon","karyon-core","karyon-core developed by Netflix",""
"org.log4s","log4s_2.11","High-performance SLF4J wrapper for Scala","logging"
"net.serenity-bdd","serenity-junit","Serenity JUnit integration","testing=junit"
"com.twitter","maple","maple","twitter"
"org.grails","grails-plugin-testing","Grails Web Application Framework","grails=groovy=plugin=testing"
"org.glassfish.tyrus.bundles","tyrus-standalone-client","Tyrus Standalone Client","bundle=client"
"com.cyrusinnovation","mockito-groovy-support","A fix to allow you to use Mockito with Groovy","support=mock=mocking=testing=groovy"
"edu.uiuc.ncsa.myproxy","oa4mp-server-test","OAuth For MyProxy Server Tests.","testing=server"
"org.http4s","http4s-server_2.11","Base library for building http4s servers","http=server"
"org.ops4j.pax.exam","pax-exam-extender-service","OPS4J Pax Exam Extender Service","service"
"org.ops4j.pax.exam","pax-exam-invoker-junit","OPS4J Pax Exam JUnit Probe Invoker","testing=junit"
"org.apache.jackrabbit","jackrabbit-spi-commons","Jackrabbit SPI Commons","apache=cms=interface"
"ring","ring-devel","Ring development and debugging libraries.","clojure"
"net.liftweb","lift-util_2.11","Utilities Library","web-framework=scala"
"commons-jelly","commons-jelly-tags-jsl","Commons Jelly Tags JSL","tags=scripting"
"org.apache.maven.shared","maven-plugin-testing-tools","Maven Plugin Testing Tools","plugin=tools=build=build-system=testing=maven=apache"
"com.github.davidmoten","junit-extras","JUnit utilities","github=testing=junit"
"org.apache.flink","flink-optimizer","Flink Optimizer","apache"
"org.eclipse.mylyn.resources","ui","Mylyn Resources UI","eclipse=ui=resource"
"io.dropwizard","dropwizard-views-freemarker","Dropwizard Freemarker Views","template=view=io"
"com.github.tony19","named-regexp","Named capturing groups for Java 5/6","github=regexp"
"com.github.tototoshi","scala-csv_2.10","scala-csv","github=csv=scala=tabular"
"tw.edu.ntu.csie","libsvm","LIBSVM - A Library for Support Vector Machines",""
"org.apache.servicemix.bundles","org.apache.servicemix.bundles.oro","This OSGi bundle wraps oro 2.0.8 jar file.","bundle=apache=esb"
"com.almworks.sqlite4java","sqlite4java","Minimalistic high-performance Java wrapper for SQLite","sqlite"
"org.apache.tomcat","tomcat-websocket","Tomcat WebSocket (JSR356) implementation","server=websocket=webserver=apache=tomcat"
"org.apache.cxf","cxf-rt-rs-security-cors","Apache CXF RS Cross-Origin Resource Sharing","security=apache"
"com.fasterxml.jackson.jaxrs","jackson-jaxrs-xml-provider","Functionality to handle XML input/output for JAX-RS implementations (like Jersey and RESTeasy) using standard Jackson data binding.","provider=json=rest=xml=jaxrs"
"com.typesafe.play","play-akka-http-server_2.11","Play-Akka-Http-Server","actor=server=akka=distributed=concurrency=typesafe=play-framework=http"
"org.apache.jclouds","jclouds-compute","jclouds components to access compute providers","cloud=apache=computing"
"com.google.apis","google-api-services-pubsub","Cloud Pub/Sub API V1 Rev452 1.25.0","service=google=api=messaging"
"org.apache.camel","camel-jetty9","Camel Jetty9 support","server=webserver=apache=jetty=camel"
"velocity-tools","velocity-tools","Velocity Tools","tools"
"net.java.dev.stax-utils","stax-utils","Provides a set of utility classes to integrate StAX into existing XML processing applications.","xml=streaming"
"com.maxmind.db","maxmind-db","Reader for MaxMind DB",""
"com.google.code.bean-matchers","bean-matchers","Hamcrest matchers for testing Java beans.","matching=google=beans"
"org.apache.tez","tez-runtime-library","Tez Runtime Library","apache=library=runtime"
"org.grails","grails-datastore-gorm-validation","GORM - Grails Data Access Framework","persistence=orm=groovy=grails=validation"
"org.jboss.shrinkwrap.resolver","shrinkwrap-resolver-depchain","Single-POM Definition to export the ShrinkWrap Resolver artifacts in proper scope","jboss"
"com.miglayout","miglayout","MiGLayout - Java Layout Manager for Swing, SWT and JavaFX","swing=layout=ui"
"org.scala-tools.testing","specs_2.8.0","specs","tools=testing=scala=specs"
"ai.h2o","h2o-genmodel","H2O GenModel",""
"com.linkedin.pegasus","r2-netty","Pegasus is a framework for building robust, scalable service architectures using dynamic discovery and simple asychronous type-checked REST + JSON APIs.","linkedin=network=netty=socket"
"org.apache.camel","camel-spring-javaconfig","Using Camel with Spring Java Configuration","spring=apache=camel"
"net.sourceforge.jeval","jeval","JEval is the advanced library for adding high-performance, mathematical, Boolean and functional expression parsing and evaluation to your Java applications.","expression=language"
"org.geotools","gt-api","The api module contains the GeoTools public interfaces that are used byother GeoTools modules (and GeoTools applications). Where possiblewe make use of standard interfaces from projects such as GeoAPIand JTS.The formal GeoTools public api consists of this module, geoapi and jts.If you find yourself using implementations specific classes (such asnew ShapefileDataStore(...) chances are you are doing it wrong.","geo=api"
"org.geotools","gt-swing","Provides widgets for map display and other GUI elements","swing=ui=geo"
"org.geotools","gt-opengis","Standard interfaces implemented throughout the library.","geo"
"au.com.dius","pact-jvm-consumer_2.11","Pact consumer=============Pact Consumer is used by projects that are consumers of an API.Most projects will want to use pact-consumer via one of the test framework specific projects. If your favouriteframework is not implemented, this module should give you all the hooks you need.Provides a DSL for use with Java to build consumer pacts.## DependencyThe library is available on maven central using:* group-id = `au.com.dius`* artifact-id = `pact-jvm-consumer`## DSL UsageExample in a JUnit ...","consumer"
"org.jboss.spec.javax.annotation","jboss-annotations-api_1.1_spec","JSR 250: Common Annotations for the Java(TM) Platform","annotations=jboss=api"
"org.commonjava.maven.atlas","atlas-identities","Atlas :: Maven Project Graph :: Identities Model","maven=build=build-system"
"org.keycloak","keycloak-core","Keycloak Core",""
"com.newrelic.agent.java","newrelic-api","The public API of the Java agent, and no-op implementations for safe usage without the agent.","agent=api=newrelic"
"com.outworkers","util-testing_2.11","testing","testing"
"org.wildfly","wildfly-undertow","WildFly: Undertow",""
"org.apache.camel","camel-stream","Camel Stream (System.in, System.out, System.err) support","apache=streaming=camel"
"org.apache.camel","camel-servlet","Camel servlet transport support","servlet=apache=camel"
"org.kohsuke","libpam4j","Libpam4j",""
"ar.com.hjg","pngj","Pure Java library for efficient PNG encoding/decoding",""
"org.webjars","swagger-ui","WebJar for Swagger UI","assets=web=ui=swagger=api"
"org.apache.maven.surefire","surefire-api","API used in Surefire and Failsafe MOJO, Booter, Common and test framework providers.","build=build-system=maven=apache=api"
"io.netty","netty-codec-socks","Netty/Codec/Socks","network=socket=netty=codec=io"
"com.orientechnologies","orientdb-test-commons","OrientDB Test Commons","testing=orientdb"
"com.orientechnologies","orientdb-server","OrientDB Server","server=orientdb"
"org.netbeans.api","org-netbeans-core-multiview","NetBeans Core Multiview","api=ide=netbeans"
"io.projectreactor.ipc","reactor-netty","Reactive Streams Netty driver","network=netty=socket=io"
"org.glassfish.jersey.connectors","jersey-grizzly-connector","Jersey Client Transport via Grizzly","connector=webservice"
"com.novus","salat-core_2.11","salat-core",""
"org.jetbrains.kotlin","kotlin-runtime","Kotlin Runtime (deprecated, use kotlin-stdlib artifact instead)","kotlin=runtime"
"org.apache.camel","camel-core-starter","Spring-Boot Starter for The Core Camel Java DSL based router","apache=starter=camel"
"org.spark-project.hive","hive-cli","Hive CLI","spark=command-line"
"it.unibo.alchemist","alchemist-engine","Alchemist core simulation engine","engine"
"it.unibo.alchemist","alchemist-implementationbase","Abstract, incarnation independent implementations of the Alchemist's interfaces. Provides support for those who want to write incarnations.",""
"com.android.databinding","library","Library","android=binding=library"
"com.android.databinding","adapters","Adapters","android=binding"
"it.unibo.alchemist","alchemist-enginedependentmodel","Implementation of generic Alchemist's model parts that have a dependency on the engine",""
"org.bytedeco","javacv","Java interface to OpenCV, FFmpeg, and more","computer-vision=ai"
"net.bytebuddy","byte-buddy-agent","The Byte Buddy agent offers convenience for attaching an agent to the local or a remote VM.","agent"
"org.apache.flink","flink-metrics-core","Flink Metrics Core","apache=metrics"
"com.martiansoftware","nailgun-server","Nailgun is a client, protocol, and server for running Java programs fromthe command line without incurring the JVM startup overhead. Programs runin the server (which is implemented in Java), and are triggered by theclient (written in C), which handles all I/O.This project contains the SERVER ONLY.","server"
"com.esotericsoftware.reflectasm","reflectasm","High performance Java reflection using code generation","reflection"
"org.webjars.npm","optimist","WebJar for optimist","web=assets"
"pl.allegro.tech.hermes","hermes-test-helper","Fast and reliable message broker built on top of Kafka.","testing"
"pl.allegro.tech.hermes","hermes-api","Fast and reliable message broker built on top of Kafka.","api=message=broker"
"net.saliman","gradle-cobertura-plugin","A Gradle plugin for runing Cobertura coverage reports.","plugin=code-coverage=build=build-system=gradle=groovy"
"org.jasig.cas","cas-server-core-api-authentication","cas-server-core-api-authentication","server=authentication=api"
"org.jasig.cas","cas-server-core-api-services","cas-server-core-api-services","service=server=api"
"org.togglz","togglz-servlet","Togglz - Servlet integration","servlet"
"io.druid","druid-server","Druid Server","io=server"
"io.reactivex","rxjava-reactive-streams","Adapter between RxJava and ReactiveStreams","reactive=streaming=io"
"org.webjars.npm","inquirer","WebJar for inquirer","web=assets"
"com.google.guiceberry","guiceberry","GuiceBerry brings the joys of dependency injection to your test cases and test infrastructure.","google"
"org.webjars.npm","which","WebJar for which","web=assets"
"org.webjars.npm","yargs","WebJar for yargs","web=assets"
"org.webjars.npm","d3-format","WebJar for d3-format","web=assets"
"com.google.gag","gag","An annotations library that provides a rich set of annotations for developers to express themselves.","google"
"org.zalando","problem","An implementation of the application/problem+json draft.",""
"com.github.yamingd.argo","argo-security","security functions","github=security"
"com.twitter","twitter-server_2.11","twitter-server","twitter=server"
"com.arpnetworking.metrics","metrics-client","Client library in Java for metrics collection and publication.","client=metrics"
"com.arpnetworking.commons","commons","Common utilities.",""
"com.aol.microservices","micro-events","Opinionated rest microservices","event=microservices"
"org.spire-math","algebra_2.11","core","math=algebra"
"org.scodec","scodec-core_2.11","scodec-core","codec"
"com.linkedin.gobblin","gobblin-metrics-base","Gobblin Ingestion Framework","linkedin=metrics"
"com.github.yamingd.argo","argo-db","file functions","github"
"de.otto.edison","edison-testsupport","Test support for Edison Microservices.",""
"org.jresearch.flexess.client","org.jresearch.flexess.client.api","Flexess general POM","client=api"
"org.jresearch.flexess.core","org.jresearch.flexess.core.model.api","Flexess general POM","model=api"
"org.seedstack.seed","seed-web-core","Seed Web Core","web"
"com.github.pathikrit","better-files_2.11","Simple, safe and intuitive I/O in Scala","github=io"
"org.webjars.npm","has","WebJar for has","web=assets"
"jdk.tools","jdk.tools","JDK Tools","tools"
"de.svenkubiak","jBCrypt","A Java implementation of OpenBSD's Blowfish password hashing code http://www.mindrot.org/projects/jBCrypt","hashing"
"com.cronutils","cron-utils","A Java library to parse, migrate and validate crons as well as describe them in human readablelanguage","cron=parser=expression"
"io.swagger","swagger-parser","Swagger Parser","io=api=swagger=parser"
"net.nemerosa.ontrack","ontrack-service","Ontrack module: ontrack-service","service"
"org.apache.hadoop","hadoop-yarn-server-resourcemanager","Apache Hadoop YARN ResourceManager","server=yarn=hadoop=apache"
"com.moz.fiji.platforms","cdh5.1-platform","Fiji allows the imposition of schema and much else upon HBase.","platform"
"com.moz.fiji.schema","fiji-schema-cassandra","Fiji allows the imposition of schema and much else upon HBase.","cassandra=database=schema"
"io.dropwizard","dropwizard-metrics","Dropwizard Metrics Support","io=metrics"
"io.dropwizard","dropwizard-jersey","Dropwizard Jersey Support","io=webservice"
"com.moz.fiji.mapreduce","fiji-mapreduce","Fiji allows the imposition of schema and much else upon HBase.","mapreduce=parallel"
"org.scala-sbt","util-testing_2.11","Util module for sbt","build=build-system=testing=sbt=scala"
"one.util","streamex","Enhancing Java 8 Streams",""
"com.github.mstream-trader","commons-test","Commons Test","github=testing"
"org.apereo.cas","cas-server-support-jdbc-drivers","cas-server-support-jdbc-drivers","support=sql=server=jdbc=driver"
"com.eventsourcing","eventsourcing-layout","Event capture and querying framework for Java",""
"com.github.springtestdbunit","spring-test-dbunit","Integration between the Spring testing framework and DBUnit","github=testing=spring"
"com.twitter","util-codec_2.12","util-codec","codec=twitter"
"org.apache.sshd","apache-sshd","Apache Mina SSHD :: Assembly","apache"
"com.bbossgroups","bboss-event","bboss is a j2ee framework include aop/ioc,mvc,persistent,taglib,rpc,event ,bean-xml serializable and so on.http://www.bbossgroups.com","event"
"eu.timepit","refined_2.11","Simple refinement types for Scala",""
"org.webjars.npm","lockfile","WebJar for lockfile","web=assets"
"org.elasticsearch.client","rest","Elasticsearch subproject :client:rest","rest=elasticsearch=elastic=client=search"
"com.querydsl","querydsl-sql","SQL support for Querydsl","sql"
"io.swagger","swagger-hibernate-validations","Swagger Hibernate Validations","persistence=hibernate=io=swagger=api"
"eu.fbk.utils","utils-core","Utilities Core",""
"org.webjars.bower","bootstrap-select","WebJar for bootstrap-select","web=bootstrap=assets"
"org.apache.ignite","ignite-spring","Java-based middleware for in-memory processing of big data in a distributed environment.","spring=apache"
"com.openpojo","openpojo","This project was born out of a need to validate all POJOs (Plain Old Java Object) are behaving correctly.This project has two main aspects to it:* Make Testing as easy as possible.* Simplifying identity management (hashCode / equals) using annotation.",""
"org.apache.beam","beam-sdks-common-fn-api","This artifact generates the stub bindings.","apache=api"
"org.apache.spark","spark-streaming-kafka_2.10","Spark Project External Kafka","streaming=kafka=spark=apache"
"org.apache.deltaspike.modules","deltaspike-test-control-module-impl","Apache DeltaSpike Test Control Module Impl","testing=module=apache"
"org.apache.beam","beam-runners-core-construction-java","Beam Runners Core Construction Java","apache"
"com.vividsolutions","jts-core","JTS Core",""
"org.bytedeco.javacpp-presets","ffmpeg-platform","JavaCPP Presets Platform For FFmpeg","platform"
"org.apache.hadoop","hadoop-mapreduce","Apache Hadoop MapReduce","mapreduce=parallel=hadoop=apache"
"org.activecomponents.jadex","jadex-commons-gui","Common GUI support classes.",""
"org.webjars.npm","bluebird","WebJar for bluebird","web=assets"
"com.typesafe.play","shaded-oauth","shaded-oauth","typesafe=authentication=oauth=play-framework"
"org.apache.camel","camel-test-blueprint","Camel unit testing with OSGi Blueprint","testing=apache=camel"
"org.apache.flink","flink-metrics-jmx","Flink Metrics JMX","jmx=apache=metrics"
"com.neovisionaries","nv-websocket-client","WebSocket client implementation in Java.","websocket=client=messaging"
"org.typelevel","cats-macros_2.12","Cats macros","macro"
"org.typelevel","cats-macros_sjs0.6_2.10","Cats macros","macro"
"org.eclipse.platform","org.eclipse.osgi.services","OSGi Release 4.2.0 ServicesOSGi Service Platform Release 4.2.0 Service Interfaces and Classes","service=eclipse=platform=osgi"
"org.eclipse.platform","org.eclipse.core.filesystem","Core File Systems","file-system=eclipse=platform"
"org.eclipse.platform","org.eclipse.e4.core.di.extensions","Eclipse Dependency Injection Extensions","eclipse=extension=platform"
"org.eclipse.platform","org.eclipse.e4.ui.services","Eclipse UI Application Services","service=eclipse=ui=platform"
"org.eclipse.platform","org.eclipse.e4.ui.di","Eclipse UI Dependency Injection","eclipse=ui=platform"
"org.eclipse.platform","org.eclipse.jface","JFace","eclipse=platform"
"com.typesafe.slick","slick-hikaricp_2.12","HikariCP integration for Slick (Scala Language-Integrated Connection Kit)","typesafe"
"com.netflix.ribbon","ribbon","ribbon",""
"org.apereo.cas","cas-server-core-api-protocol","cas-server-core-api-protocol","server=api=protocol"
"com.google.api","api-common","Common utilities for Google APIs in Java","google=api"
"io.snappydata","snappy-spark-catalyst_2.11","TIBCO ComputeDB distributed data store and execution engine","spark=compression=io"
"org.scala-sbt","io_2.10","IO module for sbt","build=build-system=sbt=scala=io"
"org.scala-sbt","zinc-classpath_2.12","Incremental compiler of Scala","scala=sbt=build=build-system"
"com.eed3si9n","sjson-new-scalajson_2.12","A Scala library for JSON (de)serialization","json"
"org.typelevel","catalysts-platform_sjs0.6_2.12","platform","platform"
"org.scalatest","scalatest_2.12.0-M4","scalatest","scala=testing"
"io.snappydata","dunit","SnappyData distributed data store and execution engine","io"
"io.snappydata","gemfire-core","SnappyData store based off Pivotal GemFireXD","io"
"com.liferay","com.liferay.document.library.api","Liferay Document Library API","library=api"
"de.sciss","fileutil_2.12","Simple Scala enrichtments for java.io.File",""
"org.scalikejdbc","scalikejdbc_2.12","scalikejdbc",""
"org.json4s","json4s-ext_2.12","json4s-ext","json"
"com.github.emc-mongoose","mongoose-storage-driver-builder","Mongoose is a high-load storage performance testing tool","github=builder=driver=storage"
"io.gsonfire","gson-fire","A java library that adds some very useful features to Gson, like Date serializing to unix timestamp or RFC3339, method (getter) serialization, pre and post processors and many more. Check out the documentation to learn how to use it!","json=io"
"org.apache.portals","portlet-api_2.1.0_spec","The Java Portlet API version 2.1.0 developed by the Java Community Process JSR-286 Expert Group.","portal=portlet=apache=api"
"com.google.guava","guava-jdk5","Guava is a suite of core and expanded libraries that includeutility classes, google's collections, io classes, and muchmuch more.Guava has only one code dependency - javax.annotation,per the JSR-305 spec.","google"
"org.mule.tests.plugin","mule-tests-component-plugin","Mule test framework components (TCK)","plugin=testing"
"com.nablarch.framework","nablarch-core-jdbc","Nablarch Core JDBC","jdbc=sql=framework"
"com.liferay","com.liferay.item.selector.taglib","Liferay Item Selector Taglib","taglib"
"org.scalameta","inputs_sjs0.6_2.11","Scalameta APIs for source code","scala"
"org.scalameta","dialects_sjs0.6_2.11","Scalameta dialects","scala"
"org.scalameta","common_sjs0.6_2.11","Bag of private and public helpers used in scalameta APIs and implementations","scala"
"com.lihaoyi","pprint_2.12","pprint",""
"com.lihaoyi","fastparse_sjs0.6_2.12","fastparse","parser=generator"
"io.snappydata","snappy-spark-sql_2.10","TIBCO ComputeDB distributed data store and execution engine","sql=spark=compression=io"
"com.amazonaws","aws-lambda-java-events","Event interface definitions AWS services supported by AWS Lambda.","amazon=aws=lambda=event"
"org.mule.tests","mule-tests-allure","Tests constants to use with Allure Annotations.","testing"
"com.sap.cloud.servicesdk.prov","api","SAP Cloud Platform SDK for service development","cloud=api"
"com.zandero","utils","common utilities",""
"com.beust","klaxon","A JSON parsing library",""
"org.realityforge.arez","arez-processor","Arez Annotation processor","processor"
"org.apereo.cas","cas-server-support-oauth-api","cas-server-support-oauth-api","support=server=authentication=api=oauth"
"nl.grons","metrics-scala_2.12","metrics-scala for Scala 2.12","monitoring=management=scala=metrics=performance"
"com.github.pathikrit","better-files_2.12","Simple, safe and intuitive I/O in Scala","github=io"
"org.scoverage","scalac-scoverage-runtime_2.12","scalac-scoverage-runtime","code-coverage=runtime=coverage=analysis"
"com.warrenstrange","googleauth","GoogleAuth is a Java server library that implements the Time-based One-time Password (TOTP) algorithm specifiedin RFC 6238.",""
"org.realityforge.arez","arez-extras","Arez Extras and Addons",""
"com.yugabyte","cassandra-driver-core","Java driver for YugaByte DB that supports Apache Cassandra binary protocol.","cassandra=database=driver"
"com.yugabyte","cassandra-driver-mapping","Object mapper for the Java Driver for YugaByte DB.","mapping=cassandra=database=driver"
"io.crnk","crnk-rs","JSON API with Crnk","io"
"com.cinchapi","accent4j","Accent4J is a suite of libraries, helpers and data structures that make Java programming idioms more fluent.",""
"org.eclipse.dirigible","dirigible-database-data-models","Database Data Models","data=eclipse=model"
"org.testcontainers","selenium","Isolated container management for Java code testing","testing=selenium"
"com.nhaarman","mockito-kotlin-kt1.1","Using Mockito with Kotlin.","kotlin=mock"
"io.swagger.core.v3","swagger-models","swagger-models","model=io=api=swagger"
"org.elasticsearch.plugin","lang-mustache-client","Mustache scripting integration for Elasticsearch","plugin=mustache=elasticsearch=elastic=client=search"
"com.thoughtworks.example","example_2.12","example","example"
"io.github.openfeign","feign-core","Feign Core","github=io"
"com.twitter","finatra-jackson_2.12","finatra-jackson","twitter"
"com.twitter","twitter-server_2.12","twitter-server","twitter=server"
"com.bbossgroups.security","bboss-security-web-inf","support session share between application cluster nodes and cross domain application nodes.support good application session monitor and session data statitic module.demo site http://session.bbossgroups.com/","security=web"
"org.boofcv","boofcv-calibration","BoofCV is an open source Java library for real-time computer vision and robotics applications.",""
"io.pravega","pravega-client","Streaming Storage Platform","io=client"
"io.qameta.allure","allure-java-commons","Allure Java Commons","io"
"com.spotify","scio-test_2.11","Scio helpers for ScalaTest","testing"
"org.apereo.cas","cas-server-support-validation","cas-server-support-validation","support=server=validation"
"org.apereo.cas","cas-server-core-authentication-mfa-api","cas-server-core-authentication-mfa-api","server=authentication=api"
"com.yubico","u2flib-server-core","U2F Core","server"
"org.apereo.cas","cas-server-support-surrogate-api","cas-server-support-surrogate-api","support=server=api"
"org.eclipse.dirigible","dirigible-api-security","API Facade Security","security=eclipse=api"
"org.eclipse.dirigible","dirigible-engine-js","Engine Javascript","eclipse=engine"
"org.eclipse.dirigible","dirigible-core-messaging","Core Messaging","messaging=eclipse"
"org.eclipse.dirigible","dirigible-api-javascript-utils","Utilities Modules","eclipse=api=javascript"
"org.eclipse.dirigible","dirigible-api-javascript-security","Security Modules","security=eclipse=api=javascript"
"org.eclipse.dirigible","dirigible-api-javascript-log","Logging Modules","eclipse=api=javascript=logging"
"org.eclipse.dirigible","dirigible-api-javascript-io","IO Modules","eclipse=io=api=javascript"
"org.eclipse.dirigible","dirigible-api-javascript-indexing","Indexing Modules","eclipse=api=javascript"
"org.eclipse.dirigible","dirigible-api-javascript-http","HTTP Modules","eclipse=api=http=javascript"
"org.eclipse.dirigible","dirigible-api-javascript-core","Core Modules","eclipse=api=javascript"
"org.eclipse.dirigible","dirigible-database-api","Database API","eclipse=api"
"org.webjars.npm","redux","WebJar for redux","web=assets"
"org.webjars.npm","react-redux","WebJar for react-redux","web=assets"
"com.squareup.moshi","moshi","A modern JSON API for Android and Java","json"
"com.github.emc-mongoose","mongoose-load-generator","Mongoose is a high-load storage performance testing tool","github=generator"
"org.eclipse.neoscada.ide","org.eclipse.scada.configuration.component.lib","Component Configuration Library (Incubation)","eclipse=ide=library=config"
"org.webjars.bowergithub.polymerelements","paper-dropdown-menu","WebJar for paper-dropdown-menu","web=assets"
